GEOID,DP03_0062E,DP03_0062M,DP02_0059E,DP02_0059M,DP02_0060E,DP02_0060M,DP02_0061E,DP02_0061M,DP02_0062E,DP02_0062M,DP02_0063E,DP02_0063M,DP02_0067E,DP02_0067M,DP05_0032E,DP05_0032M,DP05_0033E,DP05_0033M,DP05_0034E,DP05_0034M,DP05_0039E,DP05_0039M,DP05_0047E,DP05_0047M,DP02_0111PE,DP02_0111PM,DP02_0113E,DP02_0113M,DP02_0114E,DP02_0114M,NAME,B01001_001E,B01001_001M,geometry,adjMHI,percEng,percWhite,"GEOID == str_remove(bos_acs10$GEOID, ""25025"")"
091900,30069,7610,140,81,238,95,615,230,505,149,64,43,NA,NA,306,203,2659,445,0,127,0,127,0,127,59.9,9,433,180,767,284,"Census Tract 919, Suffolk County, Massachusetts",3577,468,"list(list(c(-71.072927, -71.073641, -71.072269, -71.076289, -71.076709, -71.078852, -71.079262, -71.078425, -71.077756, -71.076782, -71.076185, -71.074161, -71.071426, -71.071454, -71.071512, -71.071569, -71.072299, -71.072648, -71.072927, 42.299579, 42.299371, 42.296675, 42.297313, 42.297173, 42.296708, 42.300811, 42.303227, 42.304197, 42.305189, 42.305046, 42.30491, 42.303407, 42.303309, 42.302742, 42.30243, 42.299937, 42.299699, 42.299579)))",32880.451499999996,59.9,8.554654738607772,FALSE
092000,49342,9523,244,92,574,205,909,246,496,187,182,100,NA,NA,328,189,3343,577,24,37,642,351,4,14,51.5,8.1,1222,432,842,285,"Census Tract 920, Suffolk County, Massachusetts",5174,495,"list(list(c(-71.070249, -71.071149, -71.071327, -71.072117, -71.072269, -71.073641, -71.072927, -71.072648, -71.072299, -71.071569, -71.071512, -71.071454, -71.071426, -71.067367, -71.063465, -71.063683, -71.06234, -71.060576, -71.060321, -71.060149, -71.059796, -71.059869, -71.060015, -71.060126, -71.060163, -71.06432, -71.066413, -71.066976, -71.070249, 42.295996, 42.295728, 42.29568, 42.295513, 42.296675, 42.299371, 42.299579, 42.299699, 42.299937, 42.30243, 42.302742, 42.303309, 42.303407, 42.301007, 
42.301999, 42.302342, 42.302734, 42.303145, 42.302506, 42.30215, 42.301538, 42.301313, 42.300759, 42.300456, 42.300302, 42.299205, 42.297022, 42.296875, 42.295996)))",53955.477,51.5,6.339389253962119,FALSE
092101,42957,11996,373,129,704,236,1252,216,562,174,257,156,NA,NA,2077,410,1133,339,0,127,2014,536,0,127,47.3,6.9,1813,493,459,287,"Census Tract 921.01, Suffolk County, Massachusetts",5884,635,"list(list(c(-71.05088, -71.052431, -71.054651, -71.055491, -71.057296, -71.06036, -71.062611, -71.062259, -71.061669, -71.061542, -71.061371, -71.060653, -71.06048, -71.060163, -71.060126, -71.060015, -71.059869, -71.059796, -71.059588, -71.059525, -71.059429, -71.058776, -71.055973, -71.055869, -71.055432, -71.049268, -71.048375, -71.048037, -71.047753, -71.041687, -71.041753, -71.042363, -71.044087, -71.044955, -71.047616, -71.047292, -71.047651, -71.048225, -71.050633, -71.05088, 42.293086, 42.294476, 
42.293703, 42.293505, 42.293125, 42.292351, 42.291809, 42.29301, 42.29507, 42.295473, 42.296066, 42.298647, 42.299154, 42.300302, 42.300456, 42.300759, 42.301313, 42.301538, 42.30241, 42.302764, 42.303127, 42.303333, 42.304517, 42.304472, 42.304323, 42.301197, 42.302856, 42.303228, 42.303834, 42.302151, 42.301282, 42.300088, 42.300073, 42.299748, 42.298591, 42.294466, 42.294753, 42.294277, 42.292782, 42.293086)))",46973.479499999994,47.3,35.29911624745071,FALSE
092200,46618,8690,151,93,181,90,426,122,413,115,72,60,NA,NA,1024,329,973,233,47,62,162,133,0,127,56.3,9.7,581,243,808,335,"Census Tract 922, Suffolk County, Massachusetts",2932,292,"list(list(c(-71.071769, -71.071866, -71.071865, -71.071913, -71.072042, -71.072117, -71.071327, -71.071149, -71.070249, -71.066976, -71.066413, -71.06432, -71.060163, -71.06048, -71.060653, -71.061371, -71.061542, -71.061669, -71.062259, -71.06459, -71.065059, -71.065544, -71.067359, -71.067578, -71.07162, -71.071644, -71.071659, -71.071747, -71.071769, 42.292298, 42.293289, 42.293492, 42.293933, 42.295029, 42.295513, 42.29568, 42.295728, 42.295996, 42.296875, 42.297022, 42.299205, 42.300302, 42.299154, 
42.298647, 42.296066, 42.295473, 42.29507, 42.29301, 42.292347, 42.292211, 42.292043, 42.291509, 42.291426, 42.290402, 42.290652, 42.290996, 42.292006, 42.292298)))",50976.782999999996,56.3,34.924965893587995,FALSE
092300,36573,5537,83,57,262,135,601,187,363,117,105,67,NA,NA,12,19,2277,360,0,127,11,16,0,127,77.4,8.2,171,90,231,114,"Census Tract 923, Suffolk County, Massachusetts",2662,272,"list(list(c(-71.071996, -71.072106, -71.072552, -71.073305, -71.074145, -71.074652, -71.076105, -71.077181, -71.078147, -71.078195, -71.078481, -71.078852, -71.076709, -71.076289, -71.072269, -71.072117, -71.072042, -71.071913, -71.071865, -71.071866, -71.071769, -71.071747, -71.071659, -71.071644, -71.07162, -71.071602, -71.071996, 42.290217, 42.290243, 42.290382, 42.290601, 42.29084, 42.291004, 42.291424, 42.291739, 42.292022, 42.292498, 42.294346, 42.296708, 42.297173, 42.297313, 42.296675, 42.295513, 
42.295029, 42.293933, 42.293492, 42.293289, 42.292298, 42.292006, 42.290996, 42.290652, 42.290402, 42.290218, 42.290217)))",39992.5755,77.4,0.4507888805409467,FALSE
092400,28597,9350,301,170,322,154,1112,254,648,161,293,139,NA,NA,633,381,3926,448,77,103,122,150,0,127,57.4,7.6,1052,373,1603,428,"Census Tract 924, Suffolk County, Massachusetts",5995,535,"list(list(c(-71.078195, -71.078147, -71.079534, -71.08061, -71.082485, -71.087839, -71.087997, -71.08809, -71.089377, -71.089779, -71.093173, -71.091568, -71.089635, -71.086992, -71.086404, -71.085903, -71.085856, -71.085728, -71.085287, -71.084704, -71.083907, -71.083038, -71.082914, -71.08141, -71.08046, -71.079538, -71.078852, -71.078481, -71.078195, 42.292498, 42.292022, 42.292439, 42.292747, 42.293287, 42.294911, 42.294939, 42.294658, 42.293758, 42.292868, 42.294613, 42.296749, 42.297498, 42.298142, 
42.300003, 42.301381, 42.301309, 42.301248, 42.300911, 42.300423, 42.299709, 42.298927, 42.298663, 42.299002, 42.296388, 42.296563, 42.296708, 42.294346, 42.292498)))",31270.819499999998,57.4,10.55879899916597,FALSE
100100,26007,5923,342,116,359,126,904,256,461,154,183,96,NA,NA,354,192,3584,708,69,72,99,120,0,127,50.6,8.2,1166,336,1453,426,"Census Tract 1001, Suffolk County, Massachusetts",5617,568,"list(list(c(-71.085991, -71.086545, -71.091106, -71.091147, -71.09127, -71.091547, -71.092864, -71.093196, -71.093415, -71.093723, -71.093887, -71.095759, -71.095377, -71.094583, -71.094273, -71.093173, -71.089779, -71.089377, -71.08809, -71.087997, -71.087839, -71.082485, -71.08061, -71.079534, -71.078147, -71.078199, -71.078537, -71.078712, -71.079187, -71.079758, -71.081252, -71.083295, -71.085775, -71.085991, 42.28673, 42.286611, 42.285564, 42.28543, 42.285026, 42.284273, 42.284951, 42.285935, 
42.28651, 42.287282, 42.287668, 42.291973, 42.292239, 42.29298, 42.293302, 42.294613, 42.292868, 42.293758, 42.294658, 42.294939, 42.294911, 42.293287, 42.292747, 42.292439, 42.292022, 42.290774, 42.289335, 42.288979, 42.288137, 42.288113, 42.287794, 42.28733, 42.286774, 42.28673)))",28438.654499999997,50.6,6.302296599608332,FALSE
100200,46122,9607,168,82,237,106,875,248,276,121,93,68,NA,NA,182,145,2593,462,9,12,0,127,0,127,71.5,10.6,321,198,473,217,"Census Tract 1002, Suffolk County, Massachusetts",2997,392,"list(list(c(-71.086545, -71.085991, -71.085775, -71.083295, -71.081252, -71.079758, -71.079187, -71.079862, -71.080555, -71.080893, -71.082052, -71.082432, -71.083818, -71.085504, -71.086302, -71.087048, -71.089298, -71.089785, -71.091547, -71.09127, -71.091147, -71.091106, -71.086545, 42.286611, 42.28673, 42.286774, 42.28733, 42.287794, 42.288113, 42.288137, 42.28726, 42.286623, 42.286302, 42.285272, 42.28492, 42.283238, 42.280991, 42.281167, 42.281565, 42.283573, 42.283936, 42.284273, 42.285026, 
42.28543, 42.285564, 42.286611)))",50434.407,71.5,6.072739406072739,FALSE
100300,44071,6764,144,63,552,178,675,167,469,134,132,86,NA,NA,304,175,2952,482,0,127,0,127,0,127,74.1,9,310,206,398,177,"Census Tract 1003, Suffolk County, Massachusetts",3555,466,"list(list(c(-71.076209, -71.076027, -71.075736, -71.075604, -71.075467, -71.075407, -71.075303, -71.075253, -71.077506, -71.07796, -71.078453, -71.078891, -71.079896, -71.080438, -71.081102, -71.081574, -71.082245, -71.082634, -71.082735, -71.085504, -71.083818, -71.082432, -71.082052, -71.080893, -71.080555, -71.079862, -71.079187, -71.078712, -71.078537, -71.078276, -71.078217, -71.077909, -71.077813, -71.076631, -71.076299, -71.076257, -71.076245, -71.076209, 42.282909, 42.281806, 42.281038, 42.280721, 
42.280333, 42.280091, 42.279787, 42.27968, 42.279182, 42.27905, 42.278869, 42.278567, 42.278731, 42.27896, 42.279394, 42.279725, 42.280178, 42.280368, 42.280409, 42.280991, 42.283238, 42.28492, 42.285272, 42.286302, 42.286623, 42.28726, 42.288137, 42.288979, 42.289335, 42.289411, 42.289053, 42.288118, 42.28799, 42.283775, 42.283265, 42.28316, 42.283061, 42.282909)))",48191.638499999994,74.1,8.551336146272854,FALSE
100400,47171,12145,287,181,244,103,1250,250,470,156,236,121,NA,NA,663,271,3666,540,0,127,344,248,0,127,68.2,9.7,707,334,423,249,"Census Tract 1004, Suffolk County, Massachusetts",4866,608,"list(list(c(-71.076209, -71.076245, -71.076257, -71.076299, -71.076631, -71.072644, -71.071541, -71.071523, -71.071302, -71.071245, -71.071177, -71.068099, -71.066696, -71.066101, -71.064303, -71.064787, -71.065055, -71.065066, -71.065322, -71.06592, -71.06785, -71.069505, -71.072774, -71.073166, -71.074728, -71.078891, -71.078453, -71.07796, -71.077506, -71.075253, -71.075303, -71.075407, -71.075467, -71.075604, -71.075736, -71.076027, -71.076209, 42.282909, 42.283061, 42.28316, 42.283265, 42.283775, 
42.284617, 42.284497, 42.28456, 42.285065, 42.285165, 42.285348, 42.285227, 42.28513, 42.285195, 42.285699, 42.283999, 42.283027, 42.283003, 42.282054, 42.279928, 42.279374, 42.278826, 42.278073, 42.27805, 42.278133, 42.278567, 42.278869, 42.27905, 42.279182, 42.27968, 42.279787, 42.280091, 42.280333, 42.280721, 42.281038, 42.281806, 42.282909)))",51581.4885,68.2,13.625154130702835,FALSE
100500,41575,7502,423,235,473,193,963,206,548,269,140,88,NA,NA,655,270,3217,619,32,50,316,141,0,127,53.3,11,903,416,722,333,"Census Tract 1005, Suffolk County, Massachusetts",4803,574,"list(list(c(-71.073305, -71.072552, -71.072106, -71.071996, -71.071602, -71.07162, -71.067578, -71.067359, -71.065544, -71.065059, -71.06459, -71.062259, -71.062611, -71.063115, -71.063796, -71.064125, -71.064143, -71.064179, -71.064252, -71.064303, -71.066101, -71.066696, -71.068099, -71.071177, -71.071245, -71.071302, -71.071523, -71.071541, -71.072644, -71.076631, -71.077813, -71.077909, -71.078217, -71.078276, -71.078537, -71.078199, -71.078147, -71.077181, -71.076105, -71.074652, -71.074145, 
-71.073305, 42.290601, 42.290382, 42.290243, 42.290217, 42.290218, 42.290402, 42.291426, 42.291509, 42.292043, 42.292211, 42.292347, 42.29301, 42.291809, 42.289966, 42.287492, 42.286345, 42.286279, 42.286168, 42.285869, 42.285699, 42.285195, 42.28513, 42.285227, 42.285348, 42.285165, 42.285065, 42.28456, 42.284497, 42.284617, 42.283775, 42.28799, 42.288118, 42.289053, 42.289411, 42.289335, 42.290774, 42.292022, 42.291739, 42.291424, 42.291004, 42.29084, 42.290601)))",45462.2625,53.3,13.637310014574224,FALSE
100601,51783,4406,163,94,479,201,1038,234,564,179,198,93,NA,NA,2179,431,1282,403,39,36,853,338,0,127,68.6,8.4,721,226,150,125,"Census Tract 1006.01, Suffolk County, Massachusetts",4653,612,"list(list(c(-71.050633, -71.048418, -71.051472, -71.052158, -71.054331, -71.055347, -71.055459, -71.055703, -71.056843, -71.058624, -71.063796, -71.063115, -71.062611, -71.06036, -71.057296, -71.055491, -71.054651, -71.052431, -71.05088, -71.050633, 42.292782, 42.290058, 42.289314, 42.289137, 42.288552, 42.288242, 42.288442, 42.289158, 42.288909, 42.288442, 42.287492, 42.289966, 42.291809, 42.292351, 42.293125, 42.293505, 42.293703, 42.294476, 42.293086, 42.292782)))",56624.710499999994,68.6,46.830002149151085,FALSE
100603,60417,23464,96,53,186,122,495,152,201,100,135,79,NA,NA,1375,231,254,153,0,127,183,181,0,127,79.8,9,191,164,35,38,"Census Tract 1006.03, Suffolk County, Massachusetts",1971,241,"list(list(c(-71.047461, -71.051472, -71.048418, -71.050633, -71.048225, -71.047651, -71.047292, -71.047616, -71.044955, -71.044087, -71.042363, -71.043664, -71.043372, -71.038462, -71.036666, -71.035294, -71.037894, -71.03908, -71.039694, -71.040222, -71.041659, -71.042533, -71.043027, -71.043859, -71.04415, -71.045291, -71.047461, 42.286389, 42.289314, 42.290058, 42.292782, 42.294277, 42.294753, 42.294466, 42.298591, 42.299748, 42.300073, 42.300088, 42.298337, 42.294823, 42.293469, 42.291383, 42.288798, 
42.284898, 42.283966, 42.284378, 42.284668, 42.285415, 42.285719, 42.285922, 42.286333, 42.286455, 42.286933, 42.286389)))",66065.9895,79.8,69.76154236428209,FALSE
100700,66585,3976,78,48,195,106,880,161,533,141,235,106,NA,NA,4008,339,107,73,0,127,0,127,0,127,93.5,4.1,112,122,45,46,"Census Tract 1007, Suffolk County, Massachusetts",4212,304,"list(list(c(-71.053508, -71.053624, -71.053767, -71.053993, -71.054694, -71.058528, -71.058904, -71.057275, -71.056536, -71.056011, -71.055664, -71.055427, -71.054963, -71.054776, -71.054685, -71.054547, -71.054537, -71.055347, -71.054331, -71.052158, -71.051472, -71.047461, -71.045291, -71.04415, -71.043859, -71.043027, -71.042533, -71.041659, -71.040222, -71.039694, -71.03908, -71.040494, -71.041594, -71.042794, -71.044694, -71.048459, -71.04866, -71.053094, -71.053143, -71.053375, -71.053508, 
42.277726, 42.27785, 42.278029, 42.278487, 42.28034, 42.280061, 42.281998, 42.282449, 42.282583, 42.282924, 42.283605, 42.284355, 42.285575, 42.286007, 42.286267, 42.286615, 42.287113, 42.288242, 42.288552, 42.289137, 42.289314, 42.286389, 42.286933, 42.286455, 42.286333, 42.285922, 42.285719, 42.285415, 42.284668, 42.284378, 42.283966, 42.281898, 42.278098, 42.276998, 42.276198, 42.277573, 42.277648, 42.277321, 42.277382, 42.277583, 42.277726)))",72810.6975,93.5,95.15669515669515,FALSE
100800,56800,15463,329,137,170,130,923,214,862,213,118,89,NA,NA,3200,451,1655,453,0,127,421,227,0,127,70.2,7.1,637,224,600,288,"Census Tract 1008, Suffolk County, Massachusetts",5602,571,"list(list(c(-71.067189, -71.066503, -71.06592, -71.065322, -71.065066, -71.065055, -71.064787, -71.064303, -71.064252, -71.064179, -71.064143, -71.064125, -71.063796, -71.058624, -71.056843, -71.055703, -71.055459, -71.055347, -71.054537, -71.054547, -71.054685, -71.054776, -71.054963, -71.055427, -71.055664, -71.056011, -71.056536, -71.057275, -71.058904, -71.058528, -71.054694, -71.053993, -71.053767, -71.053624, -71.053508, -71.053375, -71.053143, -71.053094, -71.054106, -71.055494, -71.053395, 
-71.061593, -71.063893, -71.064308, -71.064679, -71.064654, -71.065297, -71.068139, -71.06819, -71.068178, -71.068093, -71.068021, -71.06799, -71.067989, -71.068018, -71.067876, -71.067621, -71.067189, 42.275504, 42.277904, 42.279928, 42.282054, 42.283003, 42.283027, 42.283999, 42.285699, 42.285869, 42.286168, 42.286279, 42.286345, 42.287492, 42.288442, 42.288909, 42.289158, 42.288442, 42.288242, 42.287113, 42.286615, 42.286267, 42.286007, 42.285575, 42.284355, 42.283605, 42.282924, 42.282583, 42.282449, 
42.281998, 42.280061, 42.28034, 42.278487, 42.278029, 42.27785, 42.277726, 42.277583, 42.277382, 42.277321, 42.276531, 42.275698, 42.272297, 42.267299, 42.267998, 42.26886, 42.269108, 42.269582, 42.270787, 42.271003, 42.271217, 42.271343, 42.271559, 42.271775, 42.271947, 42.272115, 42.272216, 42.272958, 42.273897, 42.275504)))",62110.799999999996,70.2,57.12245626561942,FALSE
100900,57077,6892,113,74,228,102,1166,282,698,150,211,95,NA,NA,1260,315,2290,336,0,127,435,252,0,127,79.7,5.9,380,147,216,162,"Census Tract 1009, Suffolk County, Massachusetts",4256,337,"list(list(c(-71.090073, -71.089754, -71.089331, -71.088182, -71.087627, -71.085875, -71.085396, -71.078879, -71.078615, -71.078504, -71.078585, -71.079003, -71.078207, -71.077615, -71.077781, -71.077886, -71.078163, -71.078447, -71.077251, -71.078658, -71.080438, -71.079896, -71.078891, -71.074728, -71.073166, -71.072774, -71.069505, -71.06785, -71.06592, -71.066503, -71.067189, -71.067621, -71.067876, -71.068018, -71.067989, -71.06799, -71.068021, -71.068093, -71.068178, -71.06819, -71.068139, -71.073264, 
-71.07371, -71.074487, -71.074894, -71.082968, -71.087751, -71.088672, -71.089403, -71.090073, 42.269948, 42.270112, 42.270172, 42.270132, 42.270244, 42.270822, 42.27094, 42.271632, 42.271693, 42.271708, 42.272586, 42.273409, 42.273658, 42.273782, 42.274164, 42.274471, 42.27516, 42.27574, 42.277217, 42.277857, 42.27896, 42.278731, 42.278567, 42.278133, 42.27805, 42.278073, 42.278826, 42.279374, 42.279928, 42.277904, 42.275504, 42.273897, 42.272958, 42.272216, 42.272115, 42.271947, 42.271775, 42.271559, 
42.271343, 42.271217, 42.271003, 42.270317, 42.270286, 42.270318, 42.270303, 42.268496, 42.269567, 42.269733, 42.26969, 42.269948)))",62413.699499999995,79.7,29.605263157894736,FALSE
101001,66000,13785,82,70,514,160,1556,277,949,298,305,155,NA,NA,208,110,5276,653,0,127,15,25,0,127,66.6,8,700,304,505,257,"Census Tract 1010.01, Suffolk County, Massachusetts",5892,665,"list(list(c(-71.103358, -71.104725, -71.108415, -71.108635, -71.109191, -71.10858, -71.107535, -71.104123, -71.09832, -71.098065, -71.097928, -71.098124, -71.093683, -71.093702, -71.093695, -71.093735, -71.093752, -71.093881, -71.093909, -71.097871, -71.098465, -71.099676, -71.099127, -71.099623, -71.10054, -71.101243, -71.102399, -71.102541, -71.102906, -71.104367, -71.104173, -71.103858, -71.103591, -71.103358, 42.271002, 42.271328, 42.273505, 42.27372, 42.274363, 42.275395, 42.278202, 42.276217, 
42.28163, 42.281423, 42.281262, 42.277644, 42.274351, 42.273381, 42.272877, 42.271695, 42.271197, 42.267634, 42.267112, 42.262826, 42.2636, 42.264841, 42.265133, 42.265501, 42.266148, 42.266829, 42.267819, 42.267958, 42.268262, 42.269534, 42.269858, 42.270238, 42.270617, 42.271002)))",72171,66.6,3.530210454854039,FALSE
101002,39474,8753,421,234,713,366,1533,289,588,208,226,128,NA,NA,546,255,5197,863,0,127,0,127,85,144,68.3,11.7,1018,645,392,173,"Census Tract 1010.02, Suffolk County, Massachusetts",6147,903,"list(list(c(-71.093752, -71.093735, -71.093695, -71.093279, -71.092092, -71.086926, -71.08632, -71.085504, -71.082735, -71.082634, -71.082245, -71.081574, -71.081102, -71.080438, -71.078658, -71.077251, -71.078447, -71.078163, -71.077886, -71.077781, -71.077615, -71.078207, -71.079003, -71.078585, -71.078504, -71.078615, -71.078879, -71.085396, -71.085875, -71.087627, -71.088182, -71.089331, -71.089754, -71.090073, -71.089403, -71.089523, -71.090654, -71.093737, -71.093909, -71.093881, -71.093752, 
42.271197, 42.271695, 42.272877, 42.273238, 42.274398, 42.279344, 42.279948, 42.280991, 42.280409, 42.280368, 42.280178, 42.279725, 42.279394, 42.27896, 42.277857, 42.277217, 42.27574, 42.27516, 42.274471, 42.274164, 42.273782, 42.273658, 42.273409, 42.272586, 42.271708, 42.271693, 42.271632, 42.27094, 42.270822, 42.270244, 42.270132, 42.270172, 42.270112, 42.269948, 42.26969, 42.269665, 42.266411, 42.267107, 42.267112, 42.267634, 42.271197)))",43164.818999999996,68.3,8.882381649585163,FALSE
101101,53924,9135,173,105,183,86,789,190,432,164,91,64,NA,NA,95,113,3394,440,0,127,48,80,0,127,54.6,12.1,713,239,297,198,"Census Tract 1011.01, Suffolk County, Massachusetts",3603,433,"list(list(c(-71.092109, -71.092436, -71.092968, -71.093164, -71.09349, -71.093576, -71.097928, -71.098065, -71.09832, -71.099301, -71.099632, -71.096316, -71.096105, -71.095026, -71.093887, -71.093723, -71.093415, -71.093196, -71.092864, -71.091547, -71.091807, -71.092109, 42.282601, 42.281595, 42.280021, 42.279441, 42.278421, 42.277248, 42.281262, 42.281423, 42.28163, 42.282139, 42.282336, 42.285818, 42.286043, 42.287143, 42.287668, 42.287282, 42.28651, 42.285935, 42.284951, 42.284273, 42.283523, 
42.282601)))",58965.89399999999,54.6,2.63669164585068,FALSE
101102,37646,6882,267,106,337,136,839,185,652,174,122,82,NA,NA,240,194,3832,430,0,127,0,127,0,127,69.7,8.9,680,274,355,189,"Census Tract 1011.02, Suffolk County, Massachusetts",4207,390,"list(list(c(-71.093702, -71.093683, -71.098124, -71.097928, -71.093576, -71.09349, -71.093164, -71.092968, -71.092436, -71.092109, -71.091807, -71.091547, -71.089785, -71.089298, -71.087048, -71.086302, -71.085504, -71.08632, -71.086926, -71.092092, -71.093279, -71.093695, -71.093702, 42.273381, 42.274351, 42.277644, 42.281262, 42.277248, 42.278421, 42.279441, 42.280021, 42.281595, 42.282601, 42.283523, 42.284273, 42.283936, 42.283573, 42.281565, 42.281167, 42.280991, 42.279948, 42.279344, 42.274398, 
42.273238, 42.272877, 42.273381)))",41165.901,69.7,5.70477775136677,FALSE
110103,56487,9713,283,176,154,105,565,254,643,282,315,139,NA,NA,2606,385,915,316,460,318,479,217,0,127,60.9,9.1,1109,438,1392,530,"Census Tract 1101.03, Suffolk County, Massachusetts",5742,652,"list(list(c(-71.123072, -71.125814, -71.123077, -71.122172, -71.121294, -71.115434, -71.120197, -71.117661, -71.11543, -71.114507, -71.114211, -71.114029, -71.113615, -71.113427, -71.106655, -71.106064, -71.104661, -71.104687, -71.105117, -71.105359, -71.105464, -71.109596, -71.110061, -71.11287, -71.113909, -71.115368, -71.114, -71.1134, -71.113501, -71.1139, -71.114432, -71.114402, -71.11726, -71.118172, -71.118143, -71.119084, -71.119282, -71.122463, -71.123072, 42.2912, 42.288615, 42.293735, 
42.294556, 42.295199, 42.298903, 42.300947, 42.302553, 42.30211, 42.301646, 42.30155, 42.301507, 42.301415, 42.301396, 42.30088, 42.300445, 42.300271, 42.300171, 42.299676, 42.299288, 42.298979, 42.299098, 42.297927, 42.296662, 42.295831, 42.294572, 42.29374, 42.293118, 42.293, 42.292482, 42.291572, 42.290649, 42.289864, 42.289883, 42.290157, 42.290208, 42.290235, 42.291749, 42.2912)))",61768.534499999994,60.9,45.3848833159178,FALSE
110201,53148,7808,43,50,18,24,585,132,287,97,123,70,NA,NA,631,184,887,165,0,127,9,17,0,127,51.7,12,353,122,509,151,"Census Tract 1102.01, Suffolk County, Massachusetts",1911,166,"list(list(c(-71.115342, -71.116377, -71.116632, -71.115734, -71.117207, -71.119534, -71.119993, -71.119712, -71.119549, -71.118817, -71.118909, -71.112232, -71.115342, 42.278039, 42.278859, 42.279001, 42.277295, 42.275871, 42.276868, 42.278819, 42.280288, 42.285511, 42.285501, 42.28496, 42.280214, 42.278039)))",58117.337999999996,51.7,33.01936159079016,FALSE
110301,83990,22440,163,78,107,68,404,128,351,127,90,57,NA,NA,1303,259,358,136,0,127,85,85,0,127,67.1,7.4,165,85,608,218,"Census Tract 1103.01, Suffolk County, Massachusetts",2466,393,"list(list(c(-71.119549, -71.11949, -71.119298, -71.119282, -71.119084, -71.118143, -71.118172, -71.11726, -71.114402, -71.114432, -71.1139, -71.113501, -71.1134, -71.112628, -71.107947, -71.105401, -71.109428, -71.112183, -71.112232, -71.118909, -71.118817, -71.119549, 42.285511, 42.287798, 42.290103, 42.290235, 42.290208, 42.290157, 42.289883, 42.289864, 42.290649, 42.291572, 42.292482, 42.293, 42.293118, 42.292191, 42.288616, 42.286718, 42.284652, 42.281936, 42.280214, 42.28496, 42.285501, 42.285511
)))",91843.06499999999,67.1,52.83860502838605,FALSE
110401,46944,21680,290,143,119,62,728,222,316,105,139,79,NA,NA,1504,297,1197,290,0,127,163,180,0,127,43,7.9,1088,307,876,235,"Census Tract 1104.01, Suffolk County, Massachusetts",3571,375,"list(list(c(-71.123072, -71.122463, -71.119282, -71.119298, -71.11949, -71.119549, -71.119712, -71.120675, -71.122433, -71.125127, -71.125686, -71.128128, -71.127373, -71.127045, -71.126837, -71.126312, -71.125965, -71.125814, -71.123072, 42.2912, 42.291749, 42.290235, 42.290103, 42.287798, 42.285511, 42.280288, 42.280696, 42.281826, 42.28449, 42.284911, 42.286448, 42.2871, 42.28746, 42.287644, 42.288149, 42.288482, 42.288615, 42.2912)))",51333.263999999996,43,42.11705404648558,FALSE
110403,59234,8368,129,77,142,65,1074,229,477,157,251,125,NA,NA,1966,372,1840,579,8,13,229,187,0,127,59,8.7,819,255,829,212,"Census Tract 1104.03, Suffolk County, Massachusetts",4592,423,"list(list(c(-71.130859, -71.131121, -71.132703, -71.132438, -71.131642, -71.134626, -71.134785, -71.133048, -71.132758, -71.129954, -71.129082, -71.127577, -71.12781, -71.127942, -71.126787, -71.125127, -71.122433, -71.120675, -71.119712, -71.119993, -71.120017, -71.120378, -71.121435, -71.124914, -71.125794, -71.128245, -71.12867, -71.129434, -71.129665, -71.130562, -71.130859, 42.272867, 42.273047, 42.274037, 42.274232, 42.274908, 42.276784, 42.276898, 42.278301, 42.2786, 42.281534, 42.280968, 
42.282215, 42.282514, 42.282665, 42.283069, 42.28449, 42.281826, 42.280696, 42.280288, 42.278819, 42.278821, 42.278776, 42.274639, 42.272699, 42.273468, 42.274245, 42.273895, 42.27346, 42.273402, 42.273022, 42.272867)))",64772.37899999999,59,42.81358885017421,FALSE
110501,90613,18004,109,58,168,86,451,124,380,116,129,76,NA,NA,2918,369,239,158,0,127,83,69,0,127,68.2,8,322,163,528,178,"Census Tract 1105.01, Suffolk County, Massachusetts",3567,310,"list(list(c(-71.140653, -71.141378, -71.143573, -71.143731, -71.143956, -71.144917, -71.145519, -71.146361, -71.147025, -71.147253, -71.14739, -71.147504, -71.147662, -71.147775, -71.145173, -71.140547, -71.13933, -71.138201, -71.137424, -71.137621, -71.137615, -71.137475, -71.137227, -71.137065, -71.136998, -71.138649, -71.13962, -71.140269, -71.140653, 42.275179, 42.277728, 42.280132, 42.280302, 42.280502, 42.281335, 42.281804, 42.282528, 42.283278, 42.28361, 42.283872, 42.284177, 42.285043, 42.285995, 
42.286038, 42.286135, 42.286166, 42.286223, 42.286251, 42.286052, 42.285847, 42.28366, 42.280696, 42.278794, 42.278323, 42.276901, 42.276071, 42.275474, 42.275179)))",99085.3155,68.2,81.80543874404262,FALSE
